S.no,vegetableName,price,imageProperties_vegetableHeight,imageProperties_vegetableWidth,imageProperties_vegetableTop,units,id,shopingMallPrice,retailPrice,table_imageUrl,table_imageSize,table_heightRatio,date
189,Cucumber,12,64,92,1916,1kg,cucumber,14 - 20,14 - 15,resource/images/vegetables/cucumber-64.png,1,0.7,1/29/2022
190,Curry Leaves,37,81,64,1980,1kg,curryLeaves,44 - 61,43 - 47,resource/images/vegetables/curryLeaves-64.png,1,1.26,1/29/2022
191,Dill Leaves,12,77,64,2061,1kg,dillLeaves,14 - 20,14 - 15,resource/images/vegetables/dillLeaves-64.png,1,1.16,1/29/2022
192,Drumsticks,140,64,87,2138,1kg,drumsticks,168 - 231,161 - 178,resource/images/vegetables/drumsticks-64.png,1,0.74,1/29/2022
193,Brinjal,31,86,64,2202,1kg,brinjal,37 - 51,36 - 39,resource/images/vegetables/brinjal-64.png,1,1.31,1/29/2022
194,Brinjal (Big),64,71,64,2288,1kg,brinjalBig,77 - 106,74 - 81,resource/images/vegetables/brinjalBig-64.png,1,1.13,1/29/2022
195,Elephant Yam,27,64,86,2423,1kg,elephantYam,32 - 45,31 - 34,resource/images/vegetables/elephantYam-64.png,1,0.75,1/29/2022
196,Fenugreek Leaves,13,64,91,2551,1kg,fenugreekLeaves,16 - 21,15 - 17,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,1/29/2022
197,French Beans,39,64,97,2615,1kg,frenchBeans,47 - 64,45 - 50,resource/images/vegetables/frenchBeans-64.png,1,0.67,1/29/2022
198,Garlic,64,68,64,2679,1kg,garlic,77 - 106,74 - 81,resource/images/vegetables/garlic-64.png,1,1.04,1/29/2022
199,Ginger,30,64,71,549,1kg,ginger,36 - 50,35 - 38,resource/images/vegetables/ginger-64.png,1,0.92,1/29/2022
200,Onion Green,43,64,104,2815,1kg,onionGreen,52 - 71,49 - 55,resource/images/vegetables/onionGreen-64.png,1,0.62,1/29/2022
201,Green Peas,51,64,84,2943,1kg,greenPeas,61 - 84,59 - 65,resource/images/vegetables/greenPeas-64.png,1,0.77,1/29/2022
202,Ivy Gourd,35,64,96,3007,1kg,ivyGourd,42 - 58,40 - 44,resource/images/vegetables/ivyGourd-64.png,1,0.66,1/29/2022
203,Lemon (Lime),40,64,72,3071,1kg,lemon,48 - 66,46 - 51,resource/images/vegetables/lemon-64.png,1,0.88,1/29/2022
204,Mango Raw,70,64,73,3210,1kg,mangoRaw,84 - 116,81 - 89,resource/images/vegetables/mangoRaw-64.png,1,0.87,1/29/2022
205,Mint Leaves,7,64,101,3274,1kg,mintLeaves,12-Aug,9-Aug,resource/images/vegetables/mintLeaves-64.png,1,0.72,1/29/2022
206,Mushroom,77,83,64,3338,1kg,mushroom,92 - 127,89 - 98,resource/images/vegetables/mushroom-64.png,0.8,1.29,1/29/2022
207,Mustard Leaves,20,88,64,3421,1kg,mustardLeaves,24 - 33,23 - 25,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,1/29/2022
208,Ladies Finger,57,92,64,3509,1kg,ladiesFinger,68 - 94,66 - 72,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,1/29/2022
209,Pumpkin,24,64,65,3601,1kg,pumpkin,29 - 40,28 - 30,resource/images/vegetables/pumpkin-64.png,1,0.98,1/29/2022
210,Radish,23,88,64,3665,1kg,radish,28 - 38,26 - 29,resource/images/vegetables/radish-64.png,0.9,1.37,1/29/2022
211,Ridge Gourd,35,64,138,3753,1kg,ridgeGourd,42 - 58,40 - 44,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,1/29/2022
212,Shallot (Pearl Onion),30,68,64,3817,1kg,shallot,36 - 50,35 - 38,resource/images/vegetables/shallot-64.png,1,1.06,1/29/2022
213,Snake Gourd,24,64,139,3885,1kg,snakeGourd,29 - 40,28 - 30,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,1/29/2022
214,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,1/29/2022
215,Spinach,11,69,64,4013,1kg,spinach,13 - 18,13 - 14,resource/images/vegetables/spinach-64.png,1,1.07,1/29/2022
216,Sweet Potato,45,64,103,4082,1kg,sweetPotato,54 - 74,52 - 57,resource/images/vegetables/sweetPotato-64.png,1,0.62,1/29/2022
217,Onion Big,40,64,64,0,1kg,onionBig,48 - 66,46 - 51,resource/images/vegetables/onionBig-64.png,1,1,1/30/2022
218,Onion Small,61,60,64,64,1kg,onionSmall,73 - 101,70 - 77,resource/images/vegetables/onionSmall-64.png,1,0.94,1/30/2022
219,Tomato,19,50,64,124,1kg,tomato,23 - 31,22 - 24,resource/images/vegetables/tomato-64.png,1.2,0.77,1/30/2022
220,Green Chilli,38,69,64,174,1kg,greenChili,46 - 63,44 - 48,resource/images/vegetables/greenChili-64.png,1,1.08,1/30/2022
221,Beetroot,46,93,64,243,1kg,beetroot,55 - 76,53 - 58,resource/images/vegetables/beetroot-64.png,0.8,1.43,1/30/2022
222,Potato,23,64,90,400,1kg,potato,28 - 38,26 - 29,resource/images/vegetables/potato-64.png,1,0.72,1/30/2022
223,Raw Banana (Plantain),6,64,97,336,1kg,plantain,10-Jul,8-Jul,resource/images/vegetables/plantain-64.png,1.2,0.66,1/30/2022
224,Amaranth Leaves,12,64,78,613,1kg,amaranthLeaves,14 - 20,14 - 15,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,1/30/2022
225,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,1/30/2022
226,Ash gourd,20,64,109,741,1kg,ashGourd,24 - 33,23 - 25,resource/images/vegetables/ashGourd-64.png,1,0.59,1/30/2022
227,Baby Corn,52,64,100,805,1kg,babyCorn,62 - 86,60 - 66,resource/images/vegetables/babyCorn-64.png,1,0.64,1/30/2022
228,Banana Flower,16,64,107,869,1kg,bananaFlower,19 - 26,18 - 20,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,1/30/2022
229,Capsicum,44,81,64,933,1kg,capsicum,53 - 73,51 - 56,resource/images/vegetables/capsicum-64.png,0.8,1.26,1/30/2022
230,Bitter Gourd,34,64,87,1101,1kg,bitterGourd,41 - 56,39 - 43,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,1/30/2022
231,Bottle Gourd,25,64,64,1165,1kg,bottleGourd,30 - 41,29 - 32,resource/images/vegetables/bottleGourd-64.png,1.2,1,1/30/2022
232,Butter Beans,41,64,82,1229,1kg,butterBeans,49 - 68,47 - 52,resource/images/vegetables/butterBeans-64.png,1.1,0.8,1/30/2022
233,Broad Beans,43,64,96,1293,1kg,broadBeans,52 - 71,49 - 55,resource/images/vegetables/broadBeans-64.png,1.2,0.66,1/30/2022
234,Cabbage,26,64,70,1357,1kg,cabbage,31 - 43,30 - 33,resource/images/vegetables/cabbage-64.png,1,0.92,1/30/2022
235,Carrot,69,85,64,464,1kg,carrot,83 - 114,79 - 88,resource/images/vegetables/carrot-64.png,1,1.28,1/30/2022
236,Cauliflower,44,64,71,1421,1kg,cauliflower,53 - 73,51 - 56,resource/images/vegetables/cauliflower-64.png,1,0.92,1/30/2022
237,Cluster beans,49,64,85,1485,1kg,clusterBeans,59 - 81,56 - 62,resource/images/vegetables/clusterBeans-64.png,1,0.77,1/30/2022
238,Coconut,33,64,77,1549,1kg,coconut,40 - 54,38 - 42,resource/images/vegetables/coconut-64.png,1,0.85,1/30/2022
239,Colocasia Leaves,14,64,79,1613,1kg,colocasiaLeaves,17 - 23,16 - 18,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,1/30/2022
240,Colocasia,24,64,96,1677,1kg,colocasia,29 - 40,28 - 30,resource/images/vegetables/colocasia-64.png,1,0.66,1/30/2022
241,Coriander Leaves,8,64,56,1741,1kg,corianderLeaves,13-Oct,10-Sep,resource/images/vegetables/corianderLeaves-64.png,1,1.12,1/30/2022
242,Corn,33,111,64,1805,1kg,corn,40 - 54,38 - 42,resource/images/vegetables/corn-64.png,0.8,1.7,1/30/2022
243,Cucumber,14,64,92,1916,1kg,cucumber,17 - 23,16 - 18,resource/images/vegetables/cucumber-64.png,1,0.7,1/30/2022
244,Curry Leaves,36,81,64,1980,1kg,curryLeaves,43 - 59,41 - 46,resource/images/vegetables/curryLeaves-64.png,1,1.26,1/30/2022
245,Dill Leaves,18,77,64,2061,1kg,dillLeaves,22 - 30,21 - 23,resource/images/vegetables/dillLeaves-64.png,1,1.16,1/30/2022
246,Drumsticks,150,64,87,2138,1kg,drumsticks,180 - 248,173 - 191,resource/images/vegetables/drumsticks-64.png,1,0.74,1/30/2022
247,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,1/30/2022
248,Brinjal (Big),64,71,64,2288,1kg,brinjalBig,77 - 106,74 - 81,resource/images/vegetables/brinjalBig-64.png,1,1.13,1/30/2022
249,Elephant Yam,25,64,86,2423,1kg,elephantYam,30 - 41,29 - 32,resource/images/vegetables/elephantYam-64.png,1,0.75,1/30/2022
250,Fenugreek Leaves,13,64,91,2551,1kg,fenugreekLeaves,16 - 21,15 - 17,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,1/30/2022
251,French Beans,41,64,97,2615,1kg,frenchBeans,49 - 68,47 - 52,resource/images/vegetables/frenchBeans-64.png,1,0.67,1/30/2022
252,Garlic,63,68,64,2679,1kg,garlic,76 - 104,72 - 80,resource/images/vegetables/garlic-64.png,1,1.04,1/30/2022
253,Ginger,32,64,71,549,1kg,ginger,38 - 53,37 - 41,resource/images/vegetables/ginger-64.png,1,0.92,1/30/2022
254,Onion Green,36,64,104,2815,1kg,onionGreen,43 - 59,41 - 46,resource/images/vegetables/onionGreen-64.png,1,0.62,1/30/2022
255,Green Peas,48,64,84,2943,1kg,greenPeas,58 - 79,55 - 61,resource/images/vegetables/greenPeas-64.png,1,0.77,1/30/2022
256,Ivy Gourd,34,64,96,3007,1kg,ivyGourd,41 - 56,39 - 43,resource/images/vegetables/ivyGourd-64.png,1,0.66,1/30/2022
257,Lemon (Lime),36,64,72,3071,1kg,lemon,43 - 59,41 - 46,resource/images/vegetables/lemon-64.png,1,0.88,1/30/2022
258,Mango Raw,81,64,73,3210,1kg,mangoRaw,97 - 134,93 - 103,resource/images/vegetables/mangoRaw-64.png,1,0.87,1/30/2022
259,Mint Leaves,9,64,101,3274,1kg,mintLeaves,15-Nov,11-Oct,resource/images/vegetables/mintLeaves-64.png,1,0.72,1/30/2022
260,Mushroom,83,83,64,3338,1kg,mushroom,100 - 137,95 - 105,resource/images/vegetables/mushroom-64.png,0.8,1.29,1/30/2022
261,Mustard Leaves,19,88,64,3421,1kg,mustardLeaves,23 - 31,22 - 24,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,1/30/2022
262,Ladies Finger,56,92,64,3509,1kg,ladiesFinger,67 - 92,64 - 71,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,1/30/2022
263,Pumpkin,23,64,65,3601,1kg,pumpkin,28 - 38,26 - 29,resource/images/vegetables/pumpkin-64.png,1,0.98,1/30/2022
264,Radish,24,88,64,3665,1kg,radish,29 - 40,28 - 30,resource/images/vegetables/radish-64.png,0.9,1.37,1/30/2022
265,Ridge Gourd,30,64,138,3753,1kg,ridgeGourd,36 - 50,35 - 38,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,1/30/2022
266,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,1/30/2022
267,Snake Gourd,24,64,139,3885,1kg,snakeGourd,29 - 40,28 - 30,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,1/30/2022
268,Sorrel Leaves,12,64,79,3949,1kg,sorrelLeaves,14 - 20,14 - 15,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,1/30/2022
269,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,1/30/2022
270,Sweet Potato,40,64,103,4082,1kg,sweetPotato,48 - 66,46 - 51,resource/images/vegetables/sweetPotato-64.png,1,0.62,1/30/2022
271,Onion Big,40,64,64,0,1kg,onionBig,48 - 66,46 - 51,resource/images/vegetables/onionBig-64.png,1,1,1/31/2022
272,Onion Small,61,60,64,64,1kg,onionSmall,73 - 101,70 - 77,resource/images/vegetables/onionSmall-64.png,1,0.94,1/31/2022
273,Tomato,19,50,64,124,1kg,tomato,23 - 31,22 - 24,resource/images/vegetables/tomato-64.png,1.2,0.77,1/31/2022
274,Green Chilli,38,69,64,174,1kg,greenChili,46 - 63,44 - 48,resource/images/vegetables/greenChili-64.png,1,1.08,1/31/2022
275,Beetroot,46,93,64,243,1kg,beetroot,55 - 76,53 - 58,resource/images/vegetables/beetroot-64.png,0.8,1.43,1/31/2022
276,Potato,23,64,90,400,1kg,potato,28 - 38,26 - 29,resource/images/vegetables/potato-64.png,1,0.72,1/31/2022
277,Raw Banana (Plantain),6,64,97,336,1kg,plantain,10-Jul,8-Jul,resource/images/vegetables/plantain-64.png,1.2,0.66,1/31/2022
278,Amaranth Leaves,12,64,78,613,1kg,amaranthLeaves,14 - 20,14 - 15,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,1/31/2022
279,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,1/31/2022
280,Ash gourd,20,64,109,741,1kg,ashGourd,24 - 33,23 - 25,resource/images/vegetables/ashGourd-64.png,1,0.59,1/31/2022
281,Baby Corn,52,64,100,805,1kg,babyCorn,62 - 86,60 - 66,resource/images/vegetables/babyCorn-64.png,1,0.64,1/31/2022
282,Banana Flower,16,64,107,869,1kg,bananaFlower,19 - 26,18 - 20,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,1/31/2022
283,Capsicum,44,81,64,933,1kg,capsicum,53 - 73,51 - 56,resource/images/vegetables/capsicum-64.png,0.8,1.26,1/31/2022
284,Bitter Gourd,34,64,87,1101,1kg,bitterGourd,41 - 56,39 - 43,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,1/31/2022
285,Bottle Gourd,25,64,64,1165,1kg,bottleGourd,30 - 41,29 - 32,resource/images/vegetables/bottleGourd-64.png,1.2,1,1/31/2022
286,Butter Beans,41,64,82,1229,1kg,butterBeans,49 - 68,47 - 52,resource/images/vegetables/butterBeans-64.png,1.1,0.8,1/31/2022
287,Broad Beans,43,64,96,1293,1kg,broadBeans,52 - 71,49 - 55,resource/images/vegetables/broadBeans-64.png,1.2,0.66,1/31/2022
288,Cabbage,26,64,70,1357,1kg,cabbage,31 - 43,30 - 33,resource/images/vegetables/cabbage-64.png,1,0.92,1/31/2022
289,Carrot,69,85,64,464,1kg,carrot,83 - 114,79 - 88,resource/images/vegetables/carrot-64.png,1,1.28,1/31/2022
290,Cauliflower,44,64,71,1421,1kg,cauliflower,53 - 73,51 - 56,resource/images/vegetables/cauliflower-64.png,1,0.92,1/31/2022
291,Cluster beans,49,64,85,1485,1kg,clusterBeans,59 - 81,56 - 62,resource/images/vegetables/clusterBeans-64.png,1,0.77,1/31/2022
292,Coconut,33,64,77,1549,1kg,coconut,40 - 54,38 - 42,resource/images/vegetables/coconut-64.png,1,0.85,1/31/2022
293,Colocasia Leaves,14,64,79,1613,1kg,colocasiaLeaves,17 - 23,16 - 18,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,1/31/2022
294,Colocasia,24,64,96,1677,1kg,colocasia,29 - 40,28 - 30,resource/images/vegetables/colocasia-64.png,1,0.66,1/31/2022
295,Coriander Leaves,8,64,56,1741,1kg,corianderLeaves,13-Oct,10-Sep,resource/images/vegetables/corianderLeaves-64.png,1,1.12,1/31/2022
296,Corn,33,111,64,1805,1kg,corn,40 - 54,38 - 42,resource/images/vegetables/corn-64.png,0.8,1.7,1/31/2022
297,Cucumber,14,64,92,1916,1kg,cucumber,17 - 23,16 - 18,resource/images/vegetables/cucumber-64.png,1,0.7,1/31/2022
298,Curry Leaves,36,81,64,1980,1kg,curryLeaves,43 - 59,41 - 46,resource/images/vegetables/curryLeaves-64.png,1,1.26,1/31/2022
299,Dill Leaves,18,77,64,2061,1kg,dillLeaves,22 - 30,21 - 23,resource/images/vegetables/dillLeaves-64.png,1,1.16,1/31/2022
300,Drumsticks,150,64,87,2138,1kg,drumsticks,180 - 248,173 - 191,resource/images/vegetables/drumsticks-64.png,1,0.74,1/31/2022
301,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,1/31/2022
302,Brinjal (Big),64,71,64,2288,1kg,brinjalBig,77 - 106,74 - 81,resource/images/vegetables/brinjalBig-64.png,1,1.13,1/31/2022
303,Elephant Yam,25,64,86,2423,1kg,elephantYam,30 - 41,29 - 32,resource/images/vegetables/elephantYam-64.png,1,0.75,1/31/2022
304,Fenugreek Leaves,13,64,91,2551,1kg,fenugreekLeaves,16 - 21,15 - 17,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,1/31/2022
305,French Beans,41,64,97,2615,1kg,frenchBeans,49 - 68,47 - 52,resource/images/vegetables/frenchBeans-64.png,1,0.67,1/31/2022
306,Garlic,63,68,64,2679,1kg,garlic,76 - 104,72 - 80,resource/images/vegetables/garlic-64.png,1,1.04,1/31/2022
307,Ginger,32,64,71,549,1kg,ginger,38 - 53,37 - 41,resource/images/vegetables/ginger-64.png,1,0.92,1/31/2022
308,Onion Green,36,64,104,2815,1kg,onionGreen,43 - 59,41 - 46,resource/images/vegetables/onionGreen-64.png,1,0.62,1/31/2022
309,Green Peas,48,64,84,2943,1kg,greenPeas,58 - 79,55 - 61,resource/images/vegetables/greenPeas-64.png,1,0.77,1/31/2022
310,Ivy Gourd,34,64,96,3007,1kg,ivyGourd,41 - 56,39 - 43,resource/images/vegetables/ivyGourd-64.png,1,0.66,1/31/2022
311,Lemon (Lime),36,64,72,3071,1kg,lemon,43 - 59,41 - 46,resource/images/vegetables/lemon-64.png,1,0.88,1/31/2022
312,Mango Raw,81,64,73,3210,1kg,mangoRaw,97 - 134,93 - 103,resource/images/vegetables/mangoRaw-64.png,1,0.87,1/31/2022
313,Mint Leaves,9,64,101,3274,1kg,mintLeaves,15-Nov,11-Oct,resource/images/vegetables/mintLeaves-64.png,1,0.72,1/31/2022
314,Mushroom,83,83,64,3338,1kg,mushroom,100 - 137,95 - 105,resource/images/vegetables/mushroom-64.png,0.8,1.29,1/31/2022
315,Mustard Leaves,19,88,64,3421,1kg,mustardLeaves,23 - 31,22 - 24,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,1/31/2022
316,Ladies Finger,56,92,64,3509,1kg,ladiesFinger,67 - 92,64 - 71,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,1/31/2022
317,Pumpkin,23,64,65,3601,1kg,pumpkin,28 - 38,26 - 29,resource/images/vegetables/pumpkin-64.png,1,0.98,1/31/2022
318,Radish,24,88,64,3665,1kg,radish,29 - 40,28 - 30,resource/images/vegetables/radish-64.png,0.9,1.37,1/31/2022
319,Ridge Gourd,30,64,138,3753,1kg,ridgeGourd,36 - 50,35 - 38,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,1/31/2022
320,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,1/31/2022
321,Snake Gourd,24,64,139,3885,1kg,snakeGourd,29 - 40,28 - 30,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,1/31/2022
322,Sorrel Leaves,12,64,79,3949,1kg,sorrelLeaves,14 - 20,14 - 15,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,1/31/2022
323,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,1/31/2022
324,Sweet Potato,40,64,103,4082,1kg,sweetPotato,48 - 66,46 - 51,resource/images/vegetables/sweetPotato-64.png,1,0.62,1/31/2022
325,Onion Big,40,64,64,0,1kg,onionBig,48 - 66,46 - 51,resource/images/vegetables/onionBig-64.png,1,1,2/1/2022
326,Onion Small,61,60,64,64,1kg,onionSmall,73 - 101,70 - 77,resource/images/vegetables/onionSmall-64.png,1,0.94,2/1/2022
327,Tomato,19,50,64,124,1kg,tomato,23 - 31,22 - 24,resource/images/vegetables/tomato-64.png,1.2,0.77,2/1/2022
328,Green Chilli,38,69,64,174,1kg,greenChili,46 - 63,44 - 48,resource/images/vegetables/greenChili-64.png,1,1.08,2/1/2022
329,Beetroot,46,93,64,243,1kg,beetroot,55 - 76,53 - 58,resource/images/vegetables/beetroot-64.png,0.8,1.43,2/1/2022
330,Potato,23,64,90,400,1kg,potato,28 - 38,26 - 29,resource/images/vegetables/potato-64.png,1,0.72,2/1/2022
331,Raw Banana (Plantain),6,64,97,336,1kg,plantain,10-Jul,8-Jul,resource/images/vegetables/plantain-64.png,1.2,0.66,2/1/2022
332,Amaranth Leaves,12,64,78,613,1kg,amaranthLeaves,14 - 20,14 - 15,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,2/1/2022
333,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,2/1/2022
334,Ash gourd,20,64,109,741,1kg,ashGourd,24 - 33,23 - 25,resource/images/vegetables/ashGourd-64.png,1,0.59,2/1/2022
335,Baby Corn,52,64,100,805,1kg,babyCorn,62 - 86,60 - 66,resource/images/vegetables/babyCorn-64.png,1,0.64,2/1/2022
336,Banana Flower,16,64,107,869,1kg,bananaFlower,19 - 26,18 - 20,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,2/1/2022
337,Capsicum,44,81,64,933,1kg,capsicum,53 - 73,51 - 56,resource/images/vegetables/capsicum-64.png,0.8,1.26,2/1/2022
338,Bitter Gourd,34,64,87,1101,1kg,bitterGourd,41 - 56,39 - 43,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,2/1/2022
339,Bottle Gourd,25,64,64,1165,1kg,bottleGourd,30 - 41,29 - 32,resource/images/vegetables/bottleGourd-64.png,1.2,1,2/1/2022
340,Butter Beans,41,64,82,1229,1kg,butterBeans,49 - 68,47 - 52,resource/images/vegetables/butterBeans-64.png,1.1,0.8,2/1/2022
341,Broad Beans,43,64,96,1293,1kg,broadBeans,52 - 71,49 - 55,resource/images/vegetables/broadBeans-64.png,1.2,0.66,2/1/2022
342,Cabbage,26,64,70,1357,1kg,cabbage,31 - 43,30 - 33,resource/images/vegetables/cabbage-64.png,1,0.92,2/1/2022
343,Carrot,69,85,64,464,1kg,carrot,83 - 114,79 - 88,resource/images/vegetables/carrot-64.png,1,1.28,2/1/2022
344,Cauliflower,44,64,71,1421,1kg,cauliflower,53 - 73,51 - 56,resource/images/vegetables/cauliflower-64.png,1,0.92,2/1/2022
345,Cluster beans,49,64,85,1485,1kg,clusterBeans,59 - 81,56 - 62,resource/images/vegetables/clusterBeans-64.png,1,0.77,2/1/2022
346,Coconut,33,64,77,1549,1kg,coconut,40 - 54,38 - 42,resource/images/vegetables/coconut-64.png,1,0.85,2/1/2022
347,Colocasia Leaves,14,64,79,1613,1kg,colocasiaLeaves,17 - 23,16 - 18,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,2/1/2022
348,Colocasia,24,64,96,1677,1kg,colocasia,29 - 40,28 - 30,resource/images/vegetables/colocasia-64.png,1,0.66,2/1/2022
349,Coriander Leaves,8,64,56,1741,1kg,corianderLeaves,13-Oct,10-Sep,resource/images/vegetables/corianderLeaves-64.png,1,1.12,2/1/2022
350,Corn,33,111,64,1805,1kg,corn,40 - 54,38 - 42,resource/images/vegetables/corn-64.png,0.8,1.7,2/1/2022
351,Cucumber,14,64,92,1916,1kg,cucumber,17 - 23,16 - 18,resource/images/vegetables/cucumber-64.png,1,0.7,2/1/2022
352,Curry Leaves,36,81,64,1980,1kg,curryLeaves,43 - 59,41 - 46,resource/images/vegetables/curryLeaves-64.png,1,1.26,2/1/2022
353,Dill Leaves,18,77,64,2061,1kg,dillLeaves,22 - 30,21 - 23,resource/images/vegetables/dillLeaves-64.png,1,1.16,2/1/2022
354,Drumsticks,150,64,87,2138,1kg,drumsticks,180 - 248,173 - 191,resource/images/vegetables/drumsticks-64.png,1,0.74,2/1/2022
355,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,2/1/2022
356,Brinjal (Big),64,71,64,2288,1kg,brinjalBig,77 - 106,74 - 81,resource/images/vegetables/brinjalBig-64.png,1,1.13,2/1/2022
357,Elephant Yam,25,64,86,2423,1kg,elephantYam,30 - 41,29 - 32,resource/images/vegetables/elephantYam-64.png,1,0.75,2/1/2022
358,Fenugreek Leaves,13,64,91,2551,1kg,fenugreekLeaves,16 - 21,15 - 17,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,2/1/2022
359,French Beans,41,64,97,2615,1kg,frenchBeans,49 - 68,47 - 52,resource/images/vegetables/frenchBeans-64.png,1,0.67,2/1/2022
360,Garlic,63,68,64,2679,1kg,garlic,76 - 104,72 - 80,resource/images/vegetables/garlic-64.png,1,1.04,2/1/2022
361,Ginger,32,64,71,549,1kg,ginger,38 - 53,37 - 41,resource/images/vegetables/ginger-64.png,1,0.92,2/1/2022
362,Onion Green,36,64,104,2815,1kg,onionGreen,43 - 59,41 - 46,resource/images/vegetables/onionGreen-64.png,1,0.62,2/1/2022
363,Green Peas,48,64,84,2943,1kg,greenPeas,58 - 79,55 - 61,resource/images/vegetables/greenPeas-64.png,1,0.77,2/1/2022
364,Ivy Gourd,34,64,96,3007,1kg,ivyGourd,41 - 56,39 - 43,resource/images/vegetables/ivyGourd-64.png,1,0.66,2/1/2022
365,Lemon (Lime),36,64,72,3071,1kg,lemon,43 - 59,41 - 46,resource/images/vegetables/lemon-64.png,1,0.88,2/1/2022
366,Mango Raw,81,64,73,3210,1kg,mangoRaw,97 - 134,93 - 103,resource/images/vegetables/mangoRaw-64.png,1,0.87,2/1/2022
367,Mint Leaves,9,64,101,3274,1kg,mintLeaves,15-Nov,11-Oct,resource/images/vegetables/mintLeaves-64.png,1,0.72,2/1/2022
368,Mushroom,83,83,64,3338,1kg,mushroom,100 - 137,95 - 105,resource/images/vegetables/mushroom-64.png,0.8,1.29,2/1/2022
